Bathrooms,Bedrooms,Garage,House_Type,Neighborhood,Pool,Property_ID,Renovated_Year,Sale_Price,Square_Feet,Year_Built
1.5,5,2,Row House,Center City,1,2335,2010,998899,3507,1962
2.0,4,0,Loft,Old City,0,2336,2018,1125972,5751,1938
3.5,1,1,Single Family,Bella Vista,0,2337,2018,190975,2107,1957
1.0,4,0,Single Family,Northern Liberties,0,2338,,520402,4510,2002
2.0,3,2,Row House,Chestnut Hill,0,2339,,545503,4883,1944
2.0,1,1,Mansion,Bella Vista,0,2340,,636620,5489,1951
3.0,5,0,Townhouse,Old City,0,2341,,1447927,1962,1902
5.0,5,0,Loft,Chestnut Hill,0,2342,2015,974568,1598,1910
2.5,6,2,Condo,University City,0,2343,2018,1166398,5323,1997
2.5,4,0,Townhouse,Rittenhouse Square,1,2344,2010,223026,1728,1901
4.5,3,0,Loft,Bella Vista,1,2345,2018,344102,2087,1959
1.0,4,0,Apartment,Northern Liberties,1,2346,2020,1326976,5956,1957
1.0,3,0,Single Family,Center City,0,2347,2018,1031005,6363,1919
5.0,3,1,Loft,Bella Vista,0,2348,2018,480473,983,1990
3.0,3,1,Single Family,Old City,0,2349,,942074,4462,1991
1.0,1,2,Row House,Northern Liberties,1,2350,,877904,1440,1934
1.0,6,0,Apartment,University City,0,2351,,806844,5283,1946
2.5,2,0,Townhouse,University City,0,2352,2018,955119,2507,1990
1.0,6,0,Mansion,Fishtown,0,2353,2010,555361,4922,1998
5.0,5,0,Apartment,University City,1,2354,,1223650,4669,1922
5.0,5,1,Townhouse,Old City,1,2355,2018,265774,5735,1913
1.5,4,1,Loft,Center City,0,2356,,435818,6776,1930
2.0,3,2,Row House,Society Hill,1,2357,2015,1175338,6480,1993
5.0,2,1,Townhouse,Old City,0,2358,2015,401825,5749,1946
1.0,5,0,Loft,Rittenhouse Square,0,2359,2010,1019857,4800,1976
4.5,1,1,Apartment,Northern Liberties,0,2360,2018,1476590,6398,1995
1.0,6,2,Loft,Fairmount,1,2361,,289656,999,1961
2.0,2,1,Row House,Fishtown,0,2362,2015,355175,3312,2015
2.0,1,2,Mansion,Old City,0,2363,,1150559,6440,1967
3.0,5,2,Loft,Old City,1,2364,2020,1095601,2845,1975
4.0,4,1,Townhouse,Fairmount,0,2365,2015,341101,5127,1953
5.0,2,2,Mansion,University City,0,2366,,1297503,4344,1938
4.5,5,0,Townhouse,Society Hill,1,2367,,819930,4315,1951
2.5,3,1,Condo,Chestnut Hill,1,2368,2010,762640,1782,1973
3.0,1,0,Townhouse,Chestnut Hill,0,2369,2010,267351,3650,1984
1.0,5,1,Condo,Rittenhouse Square,0,2370,,810833,1673,1957
2.5,3,2,Apartment,Fairmount,1,2371,,1258849,3523,1982
4.5,1,1,Loft,Northern Liberties,0,2372,2010,442579,3462,1924
5.0,4,1,Townhouse,Chestnut Hill,0,2373,2020,951931,4101,2014
5.0,6,2,Loft,Center City,0,2374,2018,705065,4773,1995
1.5,3,0,Condo,Fishtown,0,2375,2010,410088,3919,2003
1.0,5,2,Row House,Center City,1,2376,,1235913,6906,1907
2.0,5,1,Single Family,Bella Vista,0,2377,2020,1053606,3538,1907
4.0,2,2,Apartment,Society Hill,0,2378,2018,597660,2979,1939
1.5,1,1,Row House,Society Hill,1,2379,2010,1326076,5305,1961
4.0,2,1,Loft,Rittenhouse Square,1,2380,2018,320015,3041,1980
4.5,2,0,Row House,Chestnut Hill,1,2381,2020,388355,2758,1969
1.5,5,0,Loft,Fairmount,1,2382,2010,961042,5138,2022
3.5,3,2,Mansion,Northern Liberties,1,2383,2010,181380,6859,2011
4.5,1,0,Apartment,Bella Vista,1,2384,2010,1128167,1974,1943
4.0,1,0,Row House,University City,0,2385,,1074440,4493,1925
4.0,1,0,Loft,Society Hill,1,2386,2018,1364581,4541,1963
3.5,4,2,Row House,Society Hill,1,2387,2018,1242644,6211,1958
1.5,3,0,Condo,University City,0,2388,2018,864699,4131,1927
2.5,2,0,Single Family,Bella Vista,1,2389,2018,866123,1779,1908
5.0,3,1,Row House,Center City,1,2390,2020,475802,4487,1944
3.0,3,1,Single Family,Society Hill,1,2391,2018,677213,2525,1997
5.0,5,1,Condo,Chestnut Hill,0,2392,2018,468589,2274,1964
3.5,2,2,Apartment,Rittenhouse Square,0,2393,2015,699248,5172,1929
4.0,3,0,Single Family,Bella Vista,1,2394,2010,984066,819,2017
2.0,1,0,Condo,Fairmount,0,2395,2015,849420,1808,1911
3.0,6,0,Condo,Center City,1,2396,2010,230289,3685,1975
1.5,6,2,Condo,Chestnut Hill,1,2397,2015,1257715,4764,1949
4.5,3,0,Single Family,Old City,0,2398,2015,726482,1359,1934
3.0,5,1,Townhouse,Bella Vista,0,2399,2015,843654,6130,1934
4.0,3,1,Row House,Fishtown,1,2400,2018,553698,5316,2011
3.0,1,1,Loft,Chestnut Hill,0,2401,2018,842511,2299,2017
5.0,5,2,Condo,Northern Liberties,0,2402,2018,888501,3946,2016
3.0,4,0,Mansion,Center City,1,2403,2015,1481004,4678,1980
1.5,5,2,Apartment,Society Hill,1,2404,2015,1438655,5025,1987
4.0,5,0,Townhouse,Fairmount,0,2405,2015,368320,5334,1955
1.0,1,0,Townhouse,Chestnut Hill,0,2406,2015,844522,4975,1937
2.5,1,1,Condo,Society Hill,1,2407,2020,1466878,6099,2005
4.0,6,2,Apartment,Old City,0,2408,2018,905001,6315,2018
1.5,3,1,Row House,Center City,0,2409,2010,925121,2599,1948
4.5,6,0,Condo,Bella Vista,1,2410,,1374202,3995,1900
1.0,5,1,Loft,Fairmount,1,2411,2010,1184099,2819,1974
3.0,4,0,Single Family,Old City,0,2412,,773656,1718,1962
2.0,5,0,Loft,Chestnut Hill,0,2413,2020,1267523,2333,2019
2.5,3,0,Mansion,Rittenhouse Square,0,2414,2010,1455095,5038,1940
2.0,5,1,Single Family,Center City,1,2415,2015,1311472,5614,1967
1.5,6,0,Row House,Fishtown,1,2416,,563318,3824,2007
2.0,1,0,Apartment,Rittenhouse Square,0,2417,2018,621668,3343,1962
1.5,4,1,Single Family,University City,0,2418,2020,712955,1161,1941
1.5,5,1,Loft,Chestnut Hill,1,2419,2015,1313120,1686,1933
2.0,6,2,Townhouse,Fairmount,1,2420,,951046,1162,1916
3.0,4,0,Apartment,Chestnut Hill,1,2421,2010,278007,1451,1956
2.0,3,1,Single Family,Northern Liberties,1,2422,2010,881407,1425,2015
3.5,3,0,Townhouse,Chestnut Hill,0,2423,2018,646571,1723,1936
4.0,3,0,Loft,Society Hill,0,2424,2015,1462074,6806,1928
4.5,6,1,Apartment,Northern Liberties,0,2425,2015,514858,6654,1942
4.0,2,1,Condo,Fishtown,0,2426,,1083493,852,1910
4.5,2,1,Mansion,Old City,1,2427,,1249952,4790,1953
2.5,5,0,Single Family,Fishtown,0,2428,2010,1173182,3222,1999
1.5,3,0,Apartment,Society Hill,1,2429,2010,172916,1216,2011
5.0,3,1,Apartment,Society Hill,0,2430,2018,258900,6080,1972
3.0,2,2,Row House,Fairmount,0,2431,2020,637361,5087,1967
5.0,1,2,Mansion,Society Hill,1,2432,2020,1442769,1333,1955
1.5,3,2,Mansion,Chestnut Hill,1,2433,2015,635802,5634,1926
1.0,5,1,Condo,Rittenhouse Square,1,2434,2015,400313,1241,2021
3.0,2,2,Apartment,Fishtown,1,2435,2020,1069824,2347,1925
4.0,6,0,Townhouse,Center City,0,2436,2018,368401,1426,2017
1.5,6,0,Apartment,Fairmount,0,2437,2018,238973,4597,1925
2.0,5,0,Loft,Bella Vista,0,2438,2010,1336618,3918,1981
5.0,1,0,Apartment,Rittenhouse Square,0,2439,2015,717376,5062,2013
1.0,2,2,Apartment,Fairmount,0,2440,2015,1260088,2554,1954
1.0,3,1,Apartment,Society Hill,0,2441,2018,623387,3102,1963
2.5,5,0,Apartment,Fishtown,1,2442,2015,1130291,1988,1932
4.5,1,0,Townhouse,Society Hill,0,2443,,732353,4956,1921
4.5,5,2,Single Family,Fishtown,1,2444,,1272296,3220,1900
1.0,5,0,Single Family,University City,0,2445,,173253,1477,1974
2.5,6,2,Single Family,Rittenhouse Square,1,2446,2020,1172120,1379,1950
3.5,6,2,Townhouse,Bella Vista,0,2447,2018,1418582,4342,1992
1.0,4,1,Condo,Fishtown,0,2448,2015,283290,4482,1953
1.0,4,1,Mansion,Fairmount,0,2449,2015,1477918,6759,1909
2.5,4,2,Condo,University City,0,2450,2018,693098,1504,1907
2.5,4,2,Apartment,Fishtown,0,2451,2018,909170,5327,1943
4.5,6,2,Townhouse,Rittenhouse Square,0,2452,2018,1174011,2692,1939
5.0,1,0,Row House,Rittenhouse Square,0,2453,,256530,3482,1922
1.5,4,2,Loft,Old City,1,2454,2018,1042575,1787,1956
3.5,3,1,Loft,Northern Liberties,0,2455,2020,167723,2111,1990
1.5,4,1,Mansion,Northern Liberties,1,2456,,434212,2112,2022
3.0,5,0,Apartment,Fishtown,0,2457,2015,582945,4746,1991
1.5,3,1,Mansion,Society Hill,1,2458,,800031,1856,1964
1.0,4,2,Row House,Rittenhouse Square,1,2459,,383764,2318,1926
2.5,5,1,Apartment,Center City,1,2460,2010,200431,1953,1924
5.0,1,0,Mansion,Center City,0,2461,,798425,3145,1933
3.0,5,0,Condo,Center City,0,2462,2018,847412,1159,1928
2.0,2,0,Row House,Center City,1,2463,2010,1388500,1246,1919
4.5,1,0,Apartment,Rittenhouse Square,0,2464,2018,1274695,5664,2020
4.0,5,1,Condo,Bella Vista,0,2465,2015,1411187,6772,2004
2.0,2,1,Single Family,Bella Vista,0,2466,,1250902,1721,2000
1.5,6,1,Mansion,Northern Liberties,1,2467,2015,870476,5151,1959
2.0,4,2,Single Family,Fairmount,0,2468,2020,1431928,6914,2004
2.0,6,1,Mansion,Center City,1,2469,2020,475599,5198,1925
2.0,2,2,Mansion,Society Hill,0,2470,,1296249,5114,1969
4.0,5,1,Row House,University City,1,2471,2018,932448,4101,1953
1.5,1,2,Row House,Northern Liberties,0,2472,2010,1299230,4235,1912
3.0,1,2,Row House,Northern Liberties,0,2473,2018,272036,3942,2016
4.0,6,0,Townhouse,Center City,0,2474,,960337,3557,1907
2.5,3,1,Row House,Society Hill,1,2475,2020,869588,6956,1948
1.0,2,1,Mansion,Old City,0,2476,2015,650213,5450,1949
4.0,2,2,Loft,Society Hill,0,2477,2018,656653,3687,1975
4.0,5,2,Apartment,Northern Liberties,0,2478,,973833,5138,1922
2.5,3,1,Loft,Center City,1,2479,2010,787277,2170,1993
1.5,3,2,Single Family,Northern Liberties,0,2480,2020,1097448,5615,2021
4.0,6,0,Condo,Rittenhouse Square,1,2481,,1487230,1577,1921
5.0,3,0,Mansion,Chestnut Hill,0,2482,2020,1082014,2213,2002
1.0,3,1,Apartment,Bella Vista,0,2483,,563197,3402,1968
3.5,4,2,Townhouse,Fairmount,0,2484,,988539,1725,2010
1.0,6,0,Single Family,Bella Vista,0,2485,,1202609,5286,2000
5.0,2,1,Condo,Rittenhouse Square,0,2486,,562744,2024,1984
4.0,1,2,Single Family,University City,1,2487,2015,963316,5241,1946
4.5,1,1,Condo,Center City,0,2488,2018,794411,4748,1922
4.5,4,1,Apartment,Fairmount,0,2489,2010,790959,6692,1912
3.0,3,1,Row House,Bella Vista,1,2490,,940059,3708,1940
1.0,4,2,Loft,Rittenhouse Square,0,2491,2015,867013,2407,1942
4.0,2,1,Row House,Fairmount,1,2492,2010,603699,3206,1911
4.0,5,2,Mansion,Society Hill,0,2493,2020,1298804,3665,1996
1.5,6,1,Loft,Fishtown,1,2494,2015,1389113,1663,2008
4.5,2,0,Apartment,Bella Vista,0,2495,2010,266785,3408,1936
2.5,5,1,Row House,Old City,0,2496,2015,686379,4729,1963
4.0,3,1,Apartment,Rittenhouse Square,1,2497,,953002,5044,1972
1.5,6,1,Condo,Northern Liberties,0,2498,2018,1007532,3919,1967
2.0,1,0,Mansion,Chestnut Hill,0,2499,2020,1307927,2131,1920
1.5,2,1,Apartment,Center City,0,2500,2020,1341604,3264,1987
3.5,2,0,Loft,Center City,1,2501,,1344354,5621,1964
2.5,1,2,Townhouse,Fairmount,1,2502,2015,1196296,3820,1939
2.0,5,1,Single Family,Old City,0,2503,2010,365018,1058,1980
1.0,6,1,Condo,University City,0,2504,2018,556131,3175,1968
1.0,3,0,Row House,Bella Vista,1,2505,2015,696876,970,1927
3.0,2,1,Apartment,Northern Liberties,0,2506,2015,727926,5914,1956
2.0,4,2,Condo,Bella Vista,0,2507,2018,893520,6023,1967
2.5,2,1,Loft,Fairmount,1,2508,2010,1101229,3207,1909
5.0,1,0,Single Family,Fishtown,0,2509,,681118,3833,1908
2.5,4,1,Townhouse,Fishtown,0,2510,2015,500722,1254,1915
3.5,2,2,Row House,Fishtown,0,2511,,924992,5634,1918
4.0,3,2,Condo,Chestnut Hill,0,2512,2010,444387,4914,1949
3.5,1,0,Row House,Bella Vista,0,2513,2020,283201,3918,2009
4.5,4,2,Mansion,Northern Liberties,0,2514,2020,1195662,5834,1928
4.5,4,0,Loft,Bella Vista,1,2515,2018,1010219,2841,1929
4.5,3,0,Condo,University City,1,2516,,350051,1257,1920
1.5,1,1,Mansion,Chestnut Hill,1,2517,2020,996758,3062,1929
4.5,2,1,Townhouse,Society Hill,0,2518,,644048,2102,1927
4.0,1,1,Condo,Society Hill,0,2519,2010,328260,5452,2014
2.0,3,0,Single Family,University City,0,2520,2010,695961,4803,1919
3.5,5,0,Loft,Northern Liberties,1,2521,2020,890905,1406,1932
2.0,3,1,Row House,Center City,0,2522,,1357645,4716,1964
2.5,1,2,Apartment,Northern Liberties,1,2523,,711594,6250,1970
1.5,5,2,Mansion,Rittenhouse Square,1,2524,,1251148,6213,1989
4.5,5,1,Condo,Old City,1,2525,2010,1455074,6268,2009
2.5,5,2,Condo,Center City,1,2526,,295646,3428,1944
3.5,4,2,Single Family,Fishtown,0,2527,2018,651038,1506,1914
1.5,2,1,Condo,Fishtown,1,2528,2015,662409,5734,2003
1.0,6,0,Mansion,Rittenhouse Square,0,2529,2015,463409,4822,1913
1.0,3,1,Mansion,University City,1,2530,2018,967446,5117,1959
4.5,6,1,Single Family,Center City,1,2531,,1494144,1377,1995
4.0,1,0,Loft,Rittenhouse Square,0,2532,2015,1381160,5581,1903
4.5,3,2,Condo,Old City,0,2533,2010,1004304,6257,1904
4.0,4,1,Apartment,Chestnut Hill,0,2534,2018,596377,6810,2014
3.5,3,1,Condo,Fairmount,0,2535,2020,1338727,957,1997
5.0,4,0,Single Family,University City,1,2536,2018,1179910,1794,1938
4.0,4,0,Single Family,Fairmount,0,2537,2010,1331032,897,1906
1.5,1,1,Mansion,University City,1,2538,2018,925425,6375,2007
1.0,6,1,Loft,Center City,1,2539,,782599,3840,1987
1.5,5,2,Loft,University City,1,2540,2015,1184435,6597,1971
3.0,4,0,Apartment,Old City,1,2541,2020,1122665,4344,2019
2.0,6,0,Apartment,Rittenhouse Square,0,2542,,202419,3737,2007
1.0,3,2,Mansion,Rittenhouse Square,1,2543,2015,1421333,2119,1901
1.5,1,0,Apartment,Bella Vista,1,2544,2010,369149,1625,1901
1.5,3,1,Mansion,Northern Liberties,0,2545,2010,1017215,6579,1983
1.5,6,0,Condo,Fishtown,1,2546,,1387915,2554,1952
2.0,6,0,Mansion,Old City,1,2547,2015,848176,6987,1974
2.0,2,0,Row House,Center City,0,2548,,594496,6752,1957
3.0,1,0,Apartment,Fairmount,0,2549,,372045,831,1973
1.5,6,0,Loft,Center City,0,2550,2015,668195,2202,1914
5.0,4,0,Row House,Society Hill,0,2551,2015,1406377,1698,1947
1.0,6,2,Apartment,Society Hill,0,2552,2010,1233229,6103,1915
2.0,6,2,Apartment,University City,0,2553,2015,1275495,5541,1907
3.0,3,2,Townhouse,Rittenhouse Square,1,2554,2015,1228300,5250,1937
4.5,3,1,Townhouse,Northern Liberties,0,2555,2010,1356370,3121,1977
2.0,1,0,Apartment,Chestnut Hill,1,2556,,589777,4829,1982
2.0,4,1,Townhouse,Center City,0,2557,,669683,3155,1993
3.0,2,0,Loft,Fishtown,1,2558,2020,1469704,4066,1949
2.0,1,1,Townhouse,Rittenhouse Square,0,2559,,311647,4842,1997
4.0,1,1,Mansion,Old City,1,2560,2018,1311363,6540,1952
1.0,6,0,Single Family,University City,1,2561,2015,1135928,1606,1954
2.0,3,2,Loft,Fishtown,1,2562,2010,1281839,4028,2007
3.5,4,2,Mansion,Fishtown,0,2563,2010,257090,3916,1949
4.5,1,0,Townhouse,Fairmount,0,2564,,555480,5805,1956
5.0,4,0,Row House,Rittenhouse Square,0,2565,2018,1207653,6746,1955
1.5,5,2,Apartment,Rittenhouse Square,1,2566,,180068,1527,1994
1.0,5,0,Apartment,Rittenhouse Square,1,2567,2015,1141284,2138,1996
1.5,1,1,Row House,Northern Liberties,0,2568,2018,619240,6746,2001
2.5,5,0,Condo,Bella Vista,0,2569,2020,937372,2751,1970
4.0,2,0,Apartment,Chestnut Hill,0,2570,2018,299190,4068,1983
4.0,6,1,Condo,Fishtown,1,2571,2018,836310,2098,2002
5.0,4,1,Townhouse,Old City,1,2572,2010,1228142,6075,2010
2.5,4,1,Townhouse,Bella Vista,0,2573,2018,742021,4383,1984
3.5,6,0,Apartment,Fishtown,0,2574,2010,686742,4750,1901
1.5,6,0,Loft,Fishtown,1,2575,2015,865151,2871,1926
4.0,3,2,Condo,Society Hill,1,2576,2010,1101276,4773,1927
2.5,5,1,Single Family,Center City,1,2577,2015,227026,3006,1969
1.5,6,2,Loft,Northern Liberties,1,2578,2015,1320769,6199,1989
1.0,2,2,Apartment,Society Hill,1,2579,2018,257419,2529,1934
4.0,3,2,Apartment,Rittenhouse Square,0,2580,2020,793619,4580,2012
4.0,3,0,Townhouse,Center City,0,2581,2015,590197,4696,2013
2.5,2,0,Row House,Bella Vista,1,2582,2020,1425761,4666,1918
4.5,6,1,Row House,Fishtown,0,2583,2018,1402323,5496,1922
4.0,4,0,Condo,Old City,1,2584,2010,1405346,1603,2010
3.5,4,2,Loft,Society Hill,0,2585,2010,1464584,6254,1920
3.5,1,0,Single Family,Center City,1,2586,2015,760334,1243,1919
4.5,2,0,Loft,Fishtown,1,2587,2015,438237,2134,1919
1.5,5,0,Townhouse,Fairmount,1,2588,2010,683281,4307,1973
2.0,5,0,Single Family,Center City,1,2589,2015,755724,3687,2009
4.0,6,1,Mansion,Society Hill,1,2590,,1076119,4392,2005
4.5,1,1,Single Family,Center City,1,2591,2020,1461323,3893,2014
5.0,6,2,Row House,Society Hill,0,2592,2015,871038,3534,1985
1.0,4,2,Condo,Fairmount,1,2593,2010,1079101,1492,1944
5.0,2,2,Row House,Center City,1,2594,2018,1072987,2426,1994
1.5,6,1,Single Family,Fairmount,0,2595,2020,1025733,5500,1952
3.5,1,1,Townhouse,Old City,1,2596,2010,879583,5463,2010
3.5,1,2,Condo,Center City,0,2597,2018,232418,6529,1917
1.5,4,2,Apartment,Chestnut Hill,0,2598,2010,465832,5698,1963
3.0,5,2,Single Family,Fishtown,0,2599,2015,1301804,4338,2002
1.5,5,2,Single Family,Fishtown,0,2600,2015,1201492,5043,2016
2.5,6,1,Single Family,Old City,0,2601,2020,1178877,1760,2011
2.0,2,1,Condo,Old City,0,2602,2018,804909,6017,1955
3.5,5,0,Single Family,Old City,0,2603,2020,157768,3621,1996
1.5,3,2,Single Family,Rittenhouse Square,1,2604,,736934,3680,2021
3.0,6,2,Single Family,Fairmount,1,2605,,1063946,2644,2011
1.0,6,0,Single Family,Bella Vista,1,2606,2010,700549,4605,1926
2.5,5,0,Mansion,Rittenhouse Square,1,2607,,818431,5353,1930
2.5,4,0,Apartment,Fairmount,0,2608,,1393995,2375,2012
1.5,5,0,Condo,Center City,0,2609,,418656,6777,1947
3.0,3,1,Loft,Northern Liberties,0,2610,2015,1383268,6694,1925
4.0,5,0,Row House,University City,0,2611,,651714,3265,1957
2.5,5,1,Loft,Bella Vista,0,2612,2010,202813,5330,1983
2.5,4,2,Townhouse,Northern Liberties,1,2613,2010,1224475,1498,1938
4.5,5,2,Condo,Bella Vista,1,2614,2010,1400082,6330,1928
3.5,1,0,Row House,Chestnut Hill,0,2615,2015,1495915,5194,1975
5.0,6,2,Row House,Rittenhouse Square,1,2616,2010,811267,5532,1988
1.5,1,0,Row House,Northern Liberties,0,2617,2015,334751,1777,2017
1.0,4,2,Mansion,Center City,1,2618,,411306,3166,1970
4.5,1,2,Mansion,Old City,1,2619,,219253,2237,1935
5.0,1,0,Row House,University City,0,2620,2018,809929,2736,2002
1.5,6,0,Mansion,University City,1,2621,2018,1296140,5416,1900
2.0,3,1,Townhouse,Fishtown,0,2622,2010,822644,6986,1988
3.5,2,1,Row House,Center City,1,2623,2010,983663,1121,2008
5.0,2,2,Apartment,Fishtown,1,2624,2010,1093116,4408,1909
2.5,6,0,Townhouse,University City,1,2625,2020,966036,1705,1973
2.0,6,2,Loft,Fishtown,0,2626,2015,237877,4781,1919
1.5,3,2,Loft,University City,1,2627,,1207243,5615,1928
1.5,2,2,Mansion,Rittenhouse Square,1,2628,2010,1233417,3950,1939
3.5,1,0,Single Family,Society Hill,0,2629,2010,1347472,2016,2001
3.5,6,2,Single Family,Old City,1,2630,2015,290827,3269,1993
1.5,4,1,Townhouse,Rittenhouse Square,0,2631,,676868,5308,1915
1.5,4,1,Row House,Bella Vista,1,2632,2010,493838,5669,1916
5.0,2,2,Townhouse,Old City,1,2633,2010,321288,5664,1976
4.0,1,0,Condo,Center City,0,2634,2020,1056529,5952,1932
5.0,2,2,Mansion,Rittenhouse Square,1,2635,2010,585863,851,1951
4.0,6,2,Loft,Northern Liberties,1,2636,2015,1489777,2010,1991
4.5,4,2,Row House,Fishtown,1,2637,2015,1491339,1094,1955
2.5,6,0,Apartment,Society Hill,0,2638,2015,928311,5636,2019
2.5,4,0,Townhouse,Center City,0,2639,,1177221,3807,1959
2.0,6,2,Loft,Center City,0,2640,,970288,3252,1967
5.0,2,1,Loft,Chestnut Hill,0,2641,2010,1499223,2345,1906
3.0,3,2,Apartment,Fishtown,1,2642,2018,448068,6342,1983
4.0,2,2,Condo,Old City,0,2643,,419740,6331,1949
4.5,1,0,Apartment,Bella Vista,0,2644,2020,550058,6254,1925
2.0,4,0,Mansion,Society Hill,1,2645,2010,314028,2610,1985
1.0,5,1,Condo,Fishtown,1,2646,2010,1154352,4200,1906
3.5,5,0,Mansion,Fairmount,1,2647,2018,357313,5501,1967
1.0,3,0,Townhouse,Chestnut Hill,0,2648,2010,472686,1335,2015
2.5,6,1,Mansion,University City,1,2649,,831120,2851,2013
3.0,6,0,Condo,Fishtown,1,2650,,825229,2470,1942
4.5,2,2,Single Family,Chestnut Hill,0,2651,2010,1207280,963,2003
1.5,6,1,Condo,Fishtown,0,2652,,933600,2107,1970
2.0,2,2,Townhouse,Bella Vista,0,2653,2020,696185,4705,2009
3.5,3,0,Condo,University City,0,2654,2020,627647,2389,2015
4.5,5,1,Apartment,Fairmount,0,2655,2018,547282,6817,1966
4.0,2,1,Mansion,Old City,0,2656,,524158,2247,2005
4.5,2,2,Apartment,Fishtown,1,2657,2015,726810,833,1921
2.0,4,1,Condo,Fairmount,1,2658,2010,448289,6858,2007
3.5,6,2,Single Family,Bella Vista,0,2659,2015,241830,2781,1935
2.0,5,0,Mansion,Fishtown,0,2660,2018,1060852,1411,2021
5.0,2,0,Apartment,Bella Vista,1,2661,2020,333001,4001,1949
2.5,2,1,Apartment,University City,1,2662,2018,919613,2895,2017
2.5,6,2,Single Family,Northern Liberties,1,2663,2010,819036,4648,1986
2.0,6,0,Row House,University City,0,2664,2018,1272199,4238,1992
2.5,1,0,Row House,Bella Vista,0,2665,,331371,6425,2000
1.0,2,1,Loft,Northern Liberties,0,2666,,470744,4572,1989
3.0,2,0,Row House,Chestnut Hill,0,2667,,761054,1323,1995
2.5,4,1,Single Family,Northern Liberties,1,2668,,730121,6230,1916
2.0,3,1,Single Family,Fishtown,1,2669,2018,1227677,6902,1989
1.0,6,2,Apartment,Fairmount,0,2670,2018,637565,2191,1928
3.0,6,2,Single Family,Fairmount,0,2671,,880079,6202,2021
3.5,3,0,Single Family,Rittenhouse Square,0,2672,2010,1147836,5714,1949
2.5,5,1,Townhouse,Society Hill,0,2673,,810122,2192,1960
2.0,3,1,Apartment,Chestnut Hill,0,2674,2020,772247,6118,2002
2.0,4,2,Condo,Chestnut Hill,1,2675,2018,455861,4308,2008
3.5,2,0,Loft,Bella Vista,0,2676,2015,1294641,5632,1924
3.0,1,2,Single Family,Bella Vista,0,2677,2020,1368082,6174,1939
1.5,6,1,Row House,Fishtown,0,2678,2020,487395,5193,1982
3.0,3,1,Row House,Society Hill,1,2679,2015,1244022,6038,2007
4.0,5,1,Loft,Old City,1,2680,2010,156604,4869,1914
2.5,6,2,Single Family,Center City,0,2681,2010,305497,5239,1991
2.0,2,1,Single Family,Chestnut Hill,0,2682,2015,208456,967,1908
2.5,5,0,Loft,Bella Vista,1,2683,2018,998809,1015,1902
1.0,6,2,Condo,Bella Vista,1,2684,2010,1283828,1155,1963
2.5,5,2,Condo,Fishtown,0,2685,,219989,2911,1954
3.0,1,2,Mansion,Chestnut Hill,1,2686,2010,1110126,2164,1921
4.0,5,2,Row House,Northern Liberties,1,2687,2010,364902,4991,2014
2.0,2,0,Row House,Northern Liberties,0,2688,2015,498860,4376,1973
4.5,1,2,Condo,Society Hill,0,2689,2010,979760,3260,1946
3.0,5,2,Loft,Rittenhouse Square,1,2690,2020,1228515,5819,1909
2.0,6,2,Loft,Society Hill,0,2691,2015,1055310,2357,1934
1.0,1,0,Row House,University City,1,2692,,1352595,3729,1933
3.0,3,1,Loft,Fishtown,1,2693,2020,220467,6209,1911
2.0,3,2,Townhouse,Bella Vista,1,2694,,1272789,2788,1999
4.5,2,0,Loft,Chestnut Hill,1,2695,2018,1270631,5456,2018
3.5,1,2,Condo,Northern Liberties,1,2696,2020,595201,1462,1972
2.5,6,2,Single Family,Bella Vista,0,2697,,1266892,2168,1918
1.0,1,2,Townhouse,Chestnut Hill,1,2698,2020,992857,3306,1931
3.5,4,2,Mansion,Society Hill,1,2699,2018,790529,5701,1965
3.0,5,1,Single Family,Fishtown,0,2700,2018,1476265,931,1949
1.5,5,2,Loft,Bella Vista,1,2701,2010,320985,2654,1930
5.0,6,0,Row House,Northern Liberties,1,2702,,370083,6596,2011
5.0,6,1,Single Family,Old City,0,2703,2018,1296618,4043,1938
3.5,6,0,Row House,Bella Vista,1,2704,2018,1020809,5756,1945
4.5,2,2,Apartment,Fishtown,0,2705,2015,856897,2026,1975
5.0,1,2,Row House,Fairmount,0,2706,2015,734975,4678,1900
2.0,5,2,Row House,Fishtown,1,2707,2020,986408,3335,1948
2.5,2,1,Single Family,Northern Liberties,1,2708,2015,670140,6832,1926
3.5,6,2,Mansion,University City,1,2709,,965782,952,2000
1.5,1,2,Row House,Old City,1,2710,2010,651861,5408,2010
4.5,4,2,Loft,Northern Liberties,1,2711,2010,1191380,5035,2018
1.5,6,0,Apartment,Fishtown,0,2712,,197205,6381,1906
